authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId.value,videoId,textDisplay,textOriginal,canRate,viewerRating,likeCount,publishedAt,updatedAt,moderationStatus,text
keowx,https://yt3.ggpht.com/-ND_EwGjTv40/AAAAAAAAAAI/AAAAAAAAAAA/cM5mafA0AG8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCVXDBTalu-bPzg20X-IFOqA,UCVXDBTalu-bPzg20X-IFOqA,o_nfdzMhmrA,🌯🍱🍥🍚🍿🍪🍹🍼🏸🏓🏵🎗🕴⛹🎨🎰🛫🛬🛰💺🚏🚦🚥⛽️🕌🕍🕋🕹⌚️📱🖱💻⌨🗜🖥📠📽📼🖲📟🎚🕰🎙📻📺📠🎛⏱⏲⏰🕰🔌🔋📡⌛️⏳🔦🕯🗑🛢⚙⛓📿🗝🔭🏺🔮🛡⚔🗡⛓⚙🛠⚒🔨⛏🔩⚖🔧🛎🛍 💌📧🛌🛋🛏🔖🕳🗄📊📈📉📑📃📄📅📆🗓📇🗞🖍✒️🖋🖌🔍🔎📝🔏✂️🕵🏼🎒👓👟,🌯🍱🍥🍚🍿🍪🍹🍼🏸🏓🏵🎗🕴⛹🎨🎰🛫🛬🛰💺🚏🚦🚥⛽️🕌🕍🕋🕹⌚️📱🖱💻⌨🗜🖥📠📽📼🖲📟🎚🕰🎙📻📺📠🎛⏱⏲⏰🕰🔌🔋📡⌛️⏳🔦🕯🗑🛢⚙⛓📿🗝🔭🏺🔮🛡⚔🗡⛓⚙🛠⚒🔨⛏🔩⚖🔧🛎🛍 💌📧🛌🛋🛏🔖🕳🗄📊📈📉📑📃📄📅📆🗓📇🗞🖍✒️🖋🖌🔍🔎📝🔏✂️🕵🏼🎒👓👟,TRUE,none,0,2018-01-25T07:35:34.000Z,2018-01-25T07:35:34.000Z,NA,🌯🍱🍥🍚🍿🍪🍹🍼🏸🏓🏵🎗🕴⛹🎨🎰🛫🛬🛰💺🚏🚦🚥⛽️🕌🕍🕋🕹⌚️📱🖱💻⌨🗜🖥📠📽📼🖲📟🎚🕰🎙📻📺📠🎛⏱⏲⏰🕰🔌🔋📡⌛️⏳🔦🕯🗑🛢⚙⛓📿🗝🔭🏺🔮🛡⚔🗡⛓⚙🛠⚒🔨⛏🔩⚖🔧🛎🛍 💌📧🛌🛋🛏🔖🕳🗄📊📈📉📑📃📄📅📆🗓📇🗞🖍✒️🖋🖌🔍🔎📝🔏✂️🕵🏼🎒👓👟
Howling Burd19,https://yt3.ggpht.com/-nhzNpo08TLU/AAAAAAAAAAI/AAAAAAAAAAA/RW3ZnD-p8rc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCOtbrQjdKi9IINhgIorwfaw,UCOtbrQjdKi9IINhgIorwfaw,o_nfdzMhmrA,"The worst part about this movie is how it actually made a lot of money! Humanity, what the f*ck is wrong with you!","The worst part about this movie is how it actually made a lot of money! Humanity, what the f*ck is wrong with you!",TRUE,none,0,2018-01-24T12:22:13.000Z,2018-01-24T12:22:13.000Z,NA,"The worst part about this movie is how it actually made a lot of money! Humanity, what the f*ck is wrong with you!"
Slushi30 Aj,https://yt3.ggpht.com/-ER-b10Mr4GM/AAAAAAAAAAI/AAAAAAAAAAA/NGhIMEDjNT0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCAO91QAwbJWxnz5cCkHJBhg,UCAO91QAwbJWxnz5cCkHJBhg,o_nfdzMhmrA,👎👎👎,👎👎👎,TRUE,none,1,2018-01-24T01:23:28.000Z,2018-01-24T01:23:28.000Z,NA,👎👎👎
G od,https://yt3.ggpht.com/-4hdNqSiIRX0/AAAAAAAAAAI/AAAAAAAAAAA/3qi07cgcQyg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCFiThnRv3E1WOndNjYBy7pg,UCFiThnRv3E1WOndNjYBy7pg,o_nfdzMhmrA,I have left,I have left,TRUE,none,0,2018-01-24T00:29:12.000Z,2018-01-24T00:29:12.000Z,NA,I have left
For One Purpose Only,https://yt3.ggpht.com/-AlLgfDZzIS8/AAAAAAAAAAI/AAAAAAAAAAA/1TwtiZ815ow/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCVAhu7f0Wlg-bZ0KHiZ2-8Q,UCVAhu7f0Wlg-bZ0KHiZ2-8Q,o_nfdzMhmrA,People who say the Last Jedi was horrible don’t know the existence of this movie.,People who say the Last Jedi was horrible don’t know the existence of this movie.,TRUE,none,0,2018-01-23T20:47:06.000Z,2018-01-23T20:47:06.000Z,NA,People who say the Last Jedi was horrible don’t know the existence of this movie.
TEEMRED ###,https://yt3.ggpht.com/-M1OH4eK62Uc/AAAAAAAAAAI/AAAAAAAAAAA/5E2n3MEYf8Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCMmkDXkVdR4P3qC1G5Hdjjw,UCMmkDXkVdR4P3qC1G5Hdjjw,o_nfdzMhmrA,There is never a &quot;wrong emoji&quot;; teenagers always tend to press a random emoji anyways.,"There is never a ""wrong emoji""; teenagers always tend to press a random emoji anyways.",TRUE,none,0,2018-01-23T02:01:26.000Z,2018-01-23T02:01:26.000Z,NA,"There is never a ""wrong emoji""; teenagers always tend to press a random emoji anyways."
Buddy Bro,https://yt3.ggpht.com/-wE-g2ri8Oas/AAAAAAAAAAI/AAAAAAAAAAA/J-HOE89xC8M/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCvqySp-Kr3mdld--nTJnsKw,UCvqySp-Kr3mdld--nTJnsKw,o_nfdzMhmrA,The 22k likes are from SONY employees and their bots,The 22k likes are from SONY employees and their bots,TRUE,none,0,2018-01-23T00:00:38.000Z,2018-01-23T00:00:38.000Z,NA,The 22k likes are from SONY employees and their bots
soul_ punkk,https://yt3.ggpht.com/-AK_8sxnGp1Q/AAAAAAAAAAI/AAAAAAAAAAA/YMHFJsSEWYs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCLXcevWXoi_SkMtHSM2h6gQ,UCLXcevWXoi_SkMtHSM2h6gQ,o_nfdzMhmrA,Wish this could be removed like most cancerous tumors.,Wish this could be removed like most cancerous tumors.,TRUE,none,0,2018-01-22T20:34:59.000Z,2018-01-22T20:34:59.000Z,NA,Wish this could be removed like most cancerous tumors.
Gabers Gamers,https://yt3.ggpht.com/-R-YTAhFfSLU/AAAAAAAAAAI/AAAAAAAAAAA/HrYzAPe_Vzg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC678iceDVHPjpksKSl1MF2Q,UC678iceDVHPjpksKSl1MF2Q,o_nfdzMhmrA,Omg this is my favourite movie ever like this comment and your crush will ask you out,Omg this is my favourite movie ever like this comment and your crush will ask you out,TRUE,none,1,2018-01-22T17:30:56.000Z,2018-01-22T17:30:56.000Z,NA,Omg this is my favourite movie ever like this comment and your crush will ask you out
That One Annoying Person In The Comment Section,https://yt3.ggpht.com/-HenB-5CYrYc/AAAAAAAAAAI/AAAAAAAAAAA/jOhHT88oJxU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC6MslAb82cKGptDXmuNbjvg,UC6MslAb82cKGptDXmuNbjvg,o_nfdzMhmrA,I&#39;d prefer to only be able to watch all of the sharknado movies for the rest of my life than see this even once,I'd prefer to only be able to watch all of the sharknado movies for the rest of my life than see this even once,TRUE,none,0,2018-01-22T02:35:33.000Z,2018-01-22T02:35:33.000Z,NA,I'd prefer to only be able to watch all of the sharknado movies for the rest of my life than see this even once
B Aister,https://yt3.ggpht.com/-yQ0rO9zXxhw/AAAAAAAAAAI/AAAAAAAAAAA/oHbaAPc79i4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCJEfbsbdrOuVpR2UO4mRn-w,UCJEfbsbdrOuVpR2UO4mRn-w,o_nfdzMhmrA,من خلف زون لايك🌚💔,من خلف زون لايك🌚💔,TRUE,none,0,2018-01-21T19:53:56.000Z,2018-01-21T19:53:56.000Z,NA,من خلف زون لايك🌚💔
Nx Doyle,https://yt3.ggpht.com/-KTR7MDVDkVU/AAAAAAAAAAI/AAAAAAAAAAA/QvoTDJQcRAs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCwDztbbW4xTpJuljvuddJ_Q,UCwDztbbW4xTpJuljvuddJ_Q,o_nfdzMhmrA,Is there anything James Corden can do?,Is there anything James Corden can do?,TRUE,none,0,2018-01-21T06:40:53.000Z,2018-01-21T06:40:53.000Z,NA,Is there anything James Corden can do?
grubbylyra,https://yt3.ggpht.com/-abMntFVNpwk/AAAAAAAAAAI/AAAAAAAAAAA/AKYTIVtxElk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC5ycks8YBqlbEXZWyZppLCQ,UC5ycks8YBqlbEXZWyZppLCQ,o_nfdzMhmrA,This movie would have been better if it were in 2016,This movie would have been better if it were in 2016,TRUE,none,0,2018-01-20T21:24:27.000Z,2018-01-20T21:24:27.000Z,NA,This movie would have been better if it were in 2016
Mo7md Jordan,https://yt3.ggpht.com/-mncRWMhxlIU/AAAAAAAAAAI/AAAAAAAAAAA/itR2S7YsM9Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCD1YqyWggwmEnlFbP6Qelag,UCD1YqyWggwmEnlFbP6Qelag,o_nfdzMhmrA,الي جا من خلف لايك 😂😂😂😂,الي جا من خلف لايك 😂😂😂😂,TRUE,none,0,2018-01-20T16:15:30.000Z,2018-01-20T16:15:30.000Z,NA,الي جا من خلف لايك 😂😂😂😂
البلويـ يـلـد818,https://yt3.ggpht.com/-aU_tMQ1C6BA/AAAAAAAAAAI/AAAAAAAAAAA/87eyipPZrJc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC6ijBPlClcXD5xkNIqmnDKA,UC6ijBPlClcXD5xkNIqmnDKA,o_nfdzMhmrA,الي جاي من خلف زون لايك,الي جاي من خلف زون لايك,TRUE,none,1,2018-01-20T10:43:22.000Z,2018-01-20T10:43:22.000Z,NA,الي جاي من خلف زون لايك
تصاميـہـم ابـہن ديالــے,https://yt3.ggpht.com/-eqOuOlII2wA/AAAAAAAAAAI/AAAAAAAAAAA/QscWrzR_T6Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC68_3LRHwzTJacnQmpCA1Qg,UC68_3LRHwzTJacnQmpCA1Qg,o_nfdzMhmrA,😂😅,😂😅,TRUE,none,0,2018-01-20T10:24:44.000Z,2018-01-20T10:24:44.000Z,NA,😂😅
Max Fisken,https://yt3.ggpht.com/-5MIv1x84_R0/AAAAAAAAAAI/AAAAAAAAAAA/QNGBTxKFJQU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC9AqMhhcF4VAeRpNWAp27jg,UC9AqMhhcF4VAeRpNWAp27jg,o_nfdzMhmrA,OMG this sucks,OMG this sucks,TRUE,none,0,2018-01-20T07:50:34.000Z,2018-01-20T07:50:34.000Z,NA,OMG this sucks
ATH3GR8,https://yt3.ggpht.com/-uQKLEAsWhL4/AAAAAAAAAAI/AAAAAAAAAAA/Mf1lKG_4CYM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCPKtQE408wup8R62SpBX9bg,UCPKtQE408wup8R62SpBX9bg,o_nfdzMhmrA,10/10 movie 😂,10/10 movie 😂,TRUE,none,0,2018-01-20T02:16:58.000Z,2018-01-20T02:16:58.000Z,NA,10/10 movie 😂
The Duchess 1,https://yt3.ggpht.com/-PeBALw3X_H4/AAAAAAAAAAI/AAAAAAAAAAA/A8EuCsZpjng/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCScAPvVa10O4m2RPrKmUerw,UCScAPvVa10O4m2RPrKmUerw,o_nfdzMhmrA,This movie wasn&#39;t made for US. IT WAS MADE FOR TODAY&#39;S KIDS!,This movie wasn't made for US. IT WAS MADE FOR TODAY'S KIDS!,TRUE,none,0,2018-01-19T23:03:38.000Z,2018-01-19T23:03:38.000Z,NA,This movie wasn't made for US. IT WAS MADE FOR TODAY'S KIDS!
lovely girl,https://yt3.ggpht.com/-VobNls7G3xc/AAAAAAAAAAI/AAAAAAAAAAA/Rh32m1EoWs4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCqxfWRdSJPMa-U48pkqqJTA,UCqxfWRdSJPMa-U48pkqqJTA,o_nfdzMhmrA,So bad 😞✋💔,So bad 😞✋💔,TRUE,none,0,2018-01-19T15:26:30.000Z,2018-01-19T15:26:30.000Z,NA,So bad 😞✋💔
Leen,https://yt3.ggpht.com/--hI9OMUXtU4/AAAAAAAAAAI/AAAAAAAAAAA/-drEd8QMWuk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCSgshaPFRWtnYxoZ-DrduGg,UCSgshaPFRWtnYxoZ-DrduGg,o_nfdzMhmrA,دا اللي حيفتحوه في السينما,دا اللي حيفتحوه في السينما,TRUE,none,0,2018-01-19T13:39:47.000Z,2018-01-19T13:39:47.000Z,NA,دا اللي حيفتحوه في السينما
fal.l,https://yt3.ggpht.com/-urECgCE1xm0/AAAAAAAAAAI/AAAAAAAAAAA/Vu-8Yw-Qsms/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCFMkEE4s5v74EzleV4zKiWA,UCFMkEE4s5v74EzleV4zKiWA,o_nfdzMhmrA,الي جاي من خلف زون لايك😂😂,الي جاي من خلف زون لايك😂😂,TRUE,none,0,2018-01-19T13:16:20.000Z,2018-01-19T13:16:20.000Z,NA,الي جاي من خلف زون لايك😂😂
Mobile Legend,https://yt3.ggpht.com/-R1QEP4kjGHc/AAAAAAAAAAI/AAAAAAAAAAA/cxw8hLgFNNg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC0Cc7hGH49w44rwH73DxECg,UC0Cc7hGH49w44rwH73DxECg,o_nfdzMhmrA,So many dislike,So many dislike,TRUE,none,1,2018-01-19T11:31:33.000Z,2018-01-19T11:31:33.000Z,NA,So many dislike
Avery Nguyen,https://yt3.ggpht.com/-h8-01-Wj3lI/AAAAAAAAAAI/AAAAAAAAAAA/gBDSnCalHBY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UChvzPaWsCA-cbxM8cbrwZ_Q,UChvzPaWsCA-cbxM8cbrwZ_Q,o_nfdzMhmrA,I hate this I want the 🖕🏻🖕🏻 emoji!!!!,I hate this I want the 🖕🏻🖕🏻 emoji!!!!,TRUE,none,0,2018-01-18T05:06:05.000Z,2018-01-18T05:06:05.000Z,NA,I hate this I want the 🖕🏻🖕🏻 emoji!!!!
Calvin Grabler,https://yt3.ggpht.com/-75UGFmQUMNU/AAAAAAAAAAI/AAAAAAAAAAA/-lTeLeEKB3Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCg6KZlqTzWvbfZDOYFDO-sA,UCg6KZlqTzWvbfZDOYFDO-sA,o_nfdzMhmrA,The emoji movie 🌋🌍🌎🌏🌐🗾🗻🏠🏡🏢🏣🏤🏥🏦🏨🏩🏪🏫🏬🏭🏯🏰🌁♨💒🌃🌌🗼🌄🎠🗽🌅🎡⛪🌆🎢⛲🌇💈⛺🌉🎪🎭🚂🚃🚎🚈🎨🎰🚄🚅🚆🚇🚉🚊🚝🚞🚋🚌🚐🚑🚒🚓🚚🚥🚔🚦🚛🚧🚜🚕🚖🚲⚓🚗🚏⛵🚘⛽🚤🚙🚨🚢✈💺🚁🚟🚠🚡🚀🚪🚽🚿🛁⌛⏳⌚⏰🕛🕧🕐🕜🕑🕝🕒🌑🌒🌓🕦🕚🕥🕙🕤🕘🕣🕗🕢🕖🕡🕞🕓🕟🕔🕠🕕🌔🌕🌖🌗🌘🌙🌚🌟☔🌂⭐🌞🌝🌈🌀⛅☀☁🌜🌛🌠⚡❄⛄🔥💧🌊,The emoji movie 🌋🌍🌎🌏🌐🗾🗻🏠🏡🏢🏣🏤🏥🏦🏨🏩🏪🏫🏬🏭🏯🏰🌁♨💒🌃🌌🗼🌄🎠🗽🌅🎡⛪🌆🎢⛲🌇💈⛺🌉🎪🎭🚂🚃🚎🚈🎨🎰🚄🚅🚆🚇🚉🚊🚝🚞🚋🚌🚐🚑🚒🚓🚚🚥🚔🚦🚛🚧🚜🚕🚖🚲⚓🚗🚏⛵🚘⛽🚤🚙🚨🚢✈💺🚁🚟🚠🚡🚀🚪🚽🚿🛁⌛⏳⌚⏰🕛🕧🕐🕜🕑🕝🕒🌑🌒🌓🕦🕚🕥🕙🕤🕘🕣🕗🕢🕖🕡🕞🕓🕟🕔🕠🕕🌔🌕🌖🌗🌘🌙🌚🌟☔🌂⭐🌞🌝🌈🌀⛅☀☁🌜🌛🌠⚡❄⛄🔥💧🌊,TRUE,none,0,2018-01-18T03:47:47.000Z,2018-01-18T03:47:47.000Z,NA,The emoji movie 🌋🌍🌎🌏🌐🗾🗻🏠🏡🏢🏣🏤🏥🏦🏨🏩🏪🏫🏬🏭🏯🏰🌁♨💒🌃🌌🗼🌄🎠🗽🌅🎡⛪🌆🎢⛲🌇💈⛺🌉🎪🎭🚂🚃🚎🚈🎨🎰🚄🚅🚆🚇🚉🚊🚝🚞🚋🚌🚐🚑🚒🚓🚚🚥🚔🚦🚛🚧🚜🚕🚖🚲⚓🚗🚏⛵🚘⛽🚤🚙🚨🚢✈💺🚁🚟🚠🚡🚀🚪🚽🚿🛁⌛⏳⌚⏰🕛🕧🕐🕜🕑🕝🕒🌑🌒🌓🕦🕚🕥🕙🕤🕘🕣🕗🕢🕖🕡🕞🕓🕟🕔🕠🕕🌔🌕🌖🌗🌘🌙🌚🌟☔🌂⭐🌞🌝🌈🌀⛅☀☁🌜🌛🌠⚡❄⛄🔥💧🌊
Adrian #8,https://yt3.ggpht.com/-2cDifiPCnQw/AAAAAAAAAAI/AAAAAAAAAAA/h72tsarUVVg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCHYM8fs1mI9HknvVpfrZoaw,UCHYM8fs1mI9HknvVpfrZoaw,o_nfdzMhmrA,This movie looks😒,This movie looks😒,TRUE,none,0,2018-01-18T02:40:47.000Z,2018-01-18T02:40:47.000Z,NA,This movie looks😒
KidplayyMIXXO,https://yt3.ggpht.com/-eCKYtqmZBTs/AAAAAAAAAAI/AAAAAAAAAAA/yDJbne2URTc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCd4zxUm6W8KQaStKS8wTLKA,UCd4zxUm6W8KQaStKS8wTLKA,o_nfdzMhmrA,Came back to say they are making a Teen Titans GO movie soooo all y’all haters have something new to bash on for 2018 so memers and critics get your comments ready,Came back to say they are making a Teen Titans GO movie soooo all y’all haters have something new to bash on for 2018 so memers and critics get your comments ready,TRUE,none,0,2018-01-17T17:42:28.000Z,2018-01-17T17:42:28.000Z,NA,Came back to say they are making a Teen Titans GO movie soooo all y’all haters have something new to bash on for 2018 so memers and critics get your comments ready
Just A Random Guy On The Internet,https://yt3.ggpht.com/-AA-SRw_KkRo/AAAAAAAAAAI/AAAAAAAAAAA/Gk1WGwkc4sY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCGI8axtVWnT0HAKS6I4_5ew,UCGI8axtVWnT0HAKS6I4_5ew,o_nfdzMhmrA,Who would ever consider making a movie about emojis?,Who would ever consider making a movie about emojis?,TRUE,none,0,2018-01-17T11:27:19.000Z,2018-01-17T11:27:19.000Z,NA,Who would ever consider making a movie about emojis?
FearlessGhostGamer YT,https://yt3.ggpht.com/-CHWhRyJ1E4o/AAAAAAAAAAI/AAAAAAAAAAA/OgsP2-lnElg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCzkvINoFpFra1bcKbGT75kA,UCzkvINoFpFra1bcKbGT75kA,o_nfdzMhmrA,"Welp, I&#39;m not gonna use an emoji...<br /><br /><br /><br /><br /><br />EVER","Welp, I'm not gonna use an emoji...





EVER",TRUE,none,0,2018-01-17T09:53:40.000Z,2018-01-17T09:53:40.000Z,NA,"Welp, I'm not gonna use an emoji...





EVER"
FearlessGhostGamer YT,https://yt3.ggpht.com/-CHWhRyJ1E4o/AAAAAAAAAAI/AAAAAAAAAAA/OgsP2-lnElg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCzkvINoFpFra1bcKbGT75kA,UCzkvINoFpFra1bcKbGT75kA,o_nfdzMhmrA,Jesus... No...,Jesus... No...,TRUE,none,0,2018-01-17T09:47:53.000Z,2018-01-17T09:47:53.000Z,NA,Jesus... No...
Emoticon The Cool :3,https://yt3.ggpht.com/-LYR5F5UDCug/AAAAAAAAAAI/AAAAAAAAAAA/OZSUjAiAz18/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC4ZDZ14Bu8WJAiMdspjriYQ,UC4ZDZ14Bu8WJAiMdspjriYQ,o_nfdzMhmrA,"I&#39;ll be honest with you, there is WORSE things than The Emoji Movie. And when I say things, I mean stuff like Ben 10 reboot, when Nick tries to be cool, and Calling (ficitional characters)! OMG HE ANSWERED videos.","I'll be honest with you, there is WORSE things than The Emoji Movie. And when I say things, I mean stuff like Ben 10 reboot, when Nick tries to be cool, and Calling (ficitional characters)! OMG HE ANSWERED videos.",TRUE,none,0,2018-01-17T06:12:53.000Z,2018-01-17T06:12:53.000Z,NA,"I'll be honest with you, there is WORSE things than The Emoji Movie. And when I say things, I mean stuff like Ben 10 reboot, when Nick tries to be cool, and Calling (ficitional characters)! OMG HE ANSWERED videos."
Tune Squad Jack,https://yt3.ggpht.com/-1tjngnPXal4/AAAAAAAAAAI/AAAAAAAAAAA/EZ9rwnCqyio/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCwCYeLfcrrzSCAQ8Llrxeiw,UCwCYeLfcrrzSCAQ8Llrxeiw,o_nfdzMhmrA,I remember first hearing just the title alone and not expecting anything good,I remember first hearing just the title alone and not expecting anything good,TRUE,none,0,2018-01-17T02:26:20.000Z,2018-01-17T02:26:20.000Z,NA,I remember first hearing just the title alone and not expecting anything good
Veljko Adzic,https://yt3.ggpht.com/-ht374skAuuA/AAAAAAAAAAI/AAAAAAAAAAA/rj9TVzXb5R8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCz2zOv4cfOl8D8cas1NmVrA,UCz2zOv4cfOl8D8cas1NmVrA,o_nfdzMhmrA,I LOVE THE EMOJI MOVIE <br /><br /><br />why do so many people hate the emoji movie ?????,"I LOVE THE EMOJI MOVIE 


why do so many people hate the emoji movie ?????",TRUE,none,0,2018-01-16T21:50:29.000Z,2018-01-16T21:50:29.000Z,NA,"I LOVE THE EMOJI MOVIE 


why do so many people hate the emoji movie ?????"
DiamondShadows9,https://yt3.ggpht.com/-T1UePPA3ulM/AAAAAAAAAAI/AAAAAAAAAAA/ofWPsmo_ad0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC1NTUrBTyaK4bT45KQ29mSw,UC1NTUrBTyaK4bT45KQ29mSw,o_nfdzMhmrA,"1503 had the Mona Lisa, 1889 had the Starry Night, 2017 had the Emoji Movie","1503 had the Mona Lisa, 1889 had the Starry Night, 2017 had the Emoji Movie",TRUE,none,0,2018-01-16T10:48:34.000Z,2018-01-16T10:48:34.000Z,NA,"1503 had the Mona Lisa, 1889 had the Starry Night, 2017 had the Emoji Movie"
Brendan Colford,https://yt3.ggpht.com/-azKgcek_vgI/AAAAAAAAAAI/AAAAAAAAAAA/T8_1JXKsiN8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC3AK-NN2LYqQ9Dwp_NYq6Tw,UC3AK-NN2LYqQ9Dwp_NYq6Tw,o_nfdzMhmrA,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnd.  post!<br />8:::::::: Bouncing::on::my::boys:::::D~~~~,"Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnd.  post!
8:::::::: Bouncing::on::my::boys:::::D~~~~",TRUE,none,0,2018-01-16T07:12:33.000Z,2018-01-16T07:12:45.000Z,NA,"Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnd.  post!
8:::::::: Bouncing::on::my::boys:::::D~~~~"
Gunnison Lowe,https://yt3.ggpht.com/-AsLBWJyNMfU/AAAAAAAAAAI/AAAAAAAAAAA/XSAiZaBlkm8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCN6bSVLDHd6izs-l4k3snFA,UCN6bSVLDHd6izs-l4k3snFA,o_nfdzMhmrA,More dislikes than likes I’m dead! 😂😂,More dislikes than likes I’m dead! 😂😂,TRUE,none,0,2018-01-15T19:36:17.000Z,2018-01-15T19:36:17.000Z,NA,More dislikes than likes I’m dead! 😂😂
Santi12009,https://yt3.ggpht.com/-klK6WU7HYng/AAAAAAAAAAI/AAAAAAAAAAA/OJrN3h7vo2o/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCE_PZ6pONxpP_hvQ5_ST1_g,UCE_PZ6pONxpP_hvQ5_ST1_g,o_nfdzMhmrA,"People keep commenting about <a href=""https://www.youtube.com/watch?v=o_nfdzMhmrA&amp;t=2m33s"">2:33</a> as the best part (aka the end of the trailer). While the video now repeats if you are on past the limit.",People keep commenting about 2:33 as the best part (aka the end of the trailer). While the video now repeats if you are on past the limit.,TRUE,none,0,2018-01-15T13:44:31.000Z,2018-01-15T13:44:31.000Z,NA,People keep commenting about 2:33 as the best part (aka the end of the trailer). While the video now repeats if you are on past the limit.
Ameer Srhan,https://yt3.ggpht.com/-JBAy4qLAA2E/AAAAAAAAAAI/AAAAAAAAAAA/TZ6jGGYml4Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCvYQrj98wReZ1vwSRCKNTfQ,UCvYQrj98wReZ1vwSRCKNTfQ,o_nfdzMhmrA,The thing is i just wanna die now ... there&#39;s no more taste in life .,The thing is i just wanna die now ... there's no more taste in life .,TRUE,none,0,2018-01-15T08:28:38.000Z,2018-01-15T08:28:38.000Z,NA,The thing is i just wanna die now ... there's no more taste in life .
ClashRoyaleKid TV TV,https://yt3.ggpht.com/-V_NS2OeZ6qI/AAAAAAAAAAI/AAAAAAAAAAA/kJclwgB2C_g/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCh5DISjX1x2vV_yT3LrB5kw,UCh5DISjX1x2vV_yT3LrB5kw,o_nfdzMhmrA,I&#39;m suprised the army of children who liked this know what a like button is.,I'm suprised the army of children who liked this know what a like button is.,TRUE,none,0,2018-01-14T20:54:59.000Z,2018-01-14T20:54:59.000Z,NA,I'm suprised the army of children who liked this know what a like button is.
